compound_stem,SMILES,compound_name,pubchem_cid,kegg_id
K03408339,CN(CCC#N)S(=O)(=O)c1ccc2N(CCCc2c1)C(C)=O,mls000045251,NA,NA
K03412142,O=C(CN1C(=O)NC2(CCCCC2)C1=O)NCCC1=CCCCC1,t5424295,NA,NA
K03417192,O=C(OCc1ccccc1)C1CCN(CC1)S(=O)(=O)c1cccs1,ac1mb3qt,NA,NA
K03421593,[O-][N+](=O)c1ccc(cc1N1CCCCC1)N1CCN(CC1)C(=O)COc1ccccc1,stk389790,NA,NA
K03427362,OC[C@H]1Nc2ccc(cc2[C@@H]2[C@H]1CCN2C(=O)CC1CC1)-c1ccc(F)cc1,brd-k03427362-001-01-7,NA,NA
K03427514,CCCN(CCC)C(=O)c1c(NC(=O)CC)sc2CCCCCc12,"2-propionylamino-5,6,7,8-tetrahydro-4h-cyclohepta[b]thiophene-3-carboxylic acid dipropylamide",NA,NA
K03428540,Cc1nnc(SCCn2c(Br)nc3n(C)c(=O)n(C)c(=O)c23)s1,smr000043129,NA,NA
K03432227,COCC(=O)N1C[C@H]2[C@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#Cc1cccc(OC)c1,brd-k03432227-001-01-2,NA,NA
K03432990,COc1cc(SC)ccc1C(=O)OCC(=O)NC(=O)NC(C)C,t5324573,NA,NA
K03434285,Cn1nc(c(c1C(N)=O)[N+]([O-])=O)C(C)(C)C,zinc04833984,NA,NA
K03439468,CN1C(=O)[C@@H]2CN(C[C@@H]2C11CCN(CC1)S(C)(=O)=O)c1ncccn1,NA,NA,NA
K03440991,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3ccccc3)ccc2OC[C@H](C)N(CC2CC2)C[C@@H]1C,brd-k03440991-001-01-9,NA,NA
K03442970,OC[C@H]1[C@H]2[C@H](CN(C(=O)C3CCC3)c3ccccc23)N1C(=O)c1ccccc1,brd-k03442970-001-01-0,NA,NA
K03445450,CS(=O)(=O)NCc1cnc2CCN(CCn12)C(=O)CC1CC1,zinc96197031,NA,NA
K03445781,CCCNC(=O)N1C[C@H](O)COC[C@H]2O[C@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)CC[C@H]12,brd-k03445781-001-01-2,NA,NA
K03446491,O=C(CC1=CCCCC1)N1CCC(CC1)N1CCC(CC1)C(=O)NC1CC1,mls000732334,NA,NA
K03447660,Fc1cc(Cl)ccc1NC(=O)CCNC1=NS(=O)(=O)c2ccccc12,t5538540,NA,NA
K03449891,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1,Foretinib,42642645,D09618
K03462859,OC[C@H]1O[C@H](CCNC(=O)c2ccccc2F)CC[C@@H]1NC(=O)c1ccc2OCOc2c1,brd-k03462859-001-01-4,NA,NA
K03463715,CC(C)NC(=O)N1[C@H](CO)[C@@H]([C@@H]1C#N)c1ccccc1-c1ccc(F)cc1,brd-k03463715-001-01-6,NA,NA
K03464957,COc1ccc(NC(=O)Nc2nnc(s2)-c2cccs2)cc1,stk846834,NA,NA
K03467456,Cc1cc(C(=O)CCC(=O)N2CCN(CC2)S(=O)(=O)c2cccs2)c(C)s1,t5330767,NA,NA
K03473302,COc1ccccc1-c1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@H]12)S(=O)(=O)c1cn(C)cn1,brd-k03473302-001-01-4,NA,NA
K03475140,Cc1ncc2CN(Cc3ccc4OCOc4c3)CCc2c1C(O)=O,zinc96189211,NA,NA
K03476588,O[C@H]1COC[C@H]2O[C@@H](CC(=O)NCc3ccc(Cl)cc3)CC[C@@H]2N(Cc2cccc(c2)C(F)(F)F)C1,brd-k03476588-001-01-2,NA,NA
K03478040,CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)c3cccc(OC)c3)cc2OC[C@@H](C)N(C[C@H]1C)C(C)=O,brd-k03478040-001-01-0,NA,NA
K03478847,CCOCC(=O)Nc1cc(ccc1C)[N+]([O-])=O,2-ethoxy-n-(2-methyl-5-nitrophenyl)acetamide,NA,NA
K03483221,Clc1ccccc1C(=O)NCCC(=O)Nc1cccc(c1)S(=O)(=O)N1CCCC1,ac1njqxj,NA,NA
K03485030,O=C(CCn1c2ccccc2oc1=O)N1CCc2ccccc12,f0643-0122,NA,NA
K03496358,OC[C@@H]1[C@H]([C@H](C#N)N1C(=O)CN1CCOCC1)c1ccc(cc1)C1=CCCCC1,brd-k03496358-001-01-8,NA,NA
K03500274,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(C)(=O)=O)Oc2ncc(cc2C1=O)C#CC1(O)CCCC1,brd-k03500274-001-01-8,NA,NA
K03503647,O=C(CNC(=O)c1cccs1)OCC(=O)c1ccccc1,[(thiophene-2-carbonyl)-amino]-acetic acid 2-oxo-2-phenyl-ethyl ester,NA,NA
K03504332,CCCNC(=O)N1[C@@H](CO)[C@H]([C@H]1C#N)c1ccccc1-c1ccc(C)cc1,brd4332,NA,NA
K03506967,Cc1cc(CCC(O)=O)c(C)cc1CCC(O)=O,mls000027664,NA,NA
K03507361,O=C(NCCCNC1=NS(=O)(=O)c2ccccc12)c1ccco1,bas 05967111,NA,NA
K03514580,O=C(COC(=O)c1cccc(c1)S(=O)(=O)N1CCOCC1)NCc1ccccc1,t0507-9621,NA,NA
K03520332,Cc1nc2cc(NCc3nc4ccccc4n3Cc3ccccc3)ccc2n1C,smr000040609,NA,NA
K03521069,CCc1nnc(NC(=O)c2cc(Cl)ccn2)s1,t5547755,NA,NA
K03526351,COc1ccc(CN2CCC(CC2)c2nc3ccc(cn3n2)N2CCCC2)cc1,zinc96038273,NA,NA
K03527532,Cc1ccc(CN2CCc3ncnc(N4CCCC4)c3CC2)o1,zinc96058718,NA,NA
K03528105,OC(=O)C1CCN(CC1)S(=O)(=O)c1ccc2OCCCOc2c1,en300-10310,NA,NA
K03529029,CN(C)C(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)C4CCC4)cc3C(=O)N2C)O1,brd-k03529029-001-01-5,NA,NA
K03531116,CCCc1cc(C(=O)OC)c(NC(=O)CCCC(O)=O)s1,st50930077,NA,NA
K03533147,CCOc1ccccc1C(=O)NCCCCCC(O)=O,6-[(2-ethoxybenzoyl)amino]hexanoic acid,NA,NA
K03541142,OC(=O)c1ccccc1-c1ccccc1C(=O)Nc1nc2ccccc2s1,ac1ll7xs,NA,NA
K03541721,OC[C@H]1[C@@H]([C@H](C#N)N1C(=O)Cc1ccccn1)c1ccc(cc1)C#CC1CCCC1,brd-k03541721-001-01-1,NA,NA
K03542458,CC(=O)O[C@H]1CSC[C@H]1NC(=O)c1ccccc1,smr000040205,NA,NA
K03543888,Cc1ccc(CN2CCn3cc(CNC(=O)c4cccn4C)nc3C2)s1,zinc96059480,NA,NA
K03546933,OC[C@@H]1[C@H]([C@H]2CN(CC(=O)N12)C(=O)c1ccccc1)c1ccc(cc1)C#CC1CC1,brd-k03546933-001-01-4,NA,NA
K03547220,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2cccs2)Oc2ncc(cc2C1=O)C#CCC1CCCC1,brd-k03547220-001-01-4,NA,NA
K03559148,Cc1cc(NC(=O)c2cnccn2)no1,mls000107981,NA,NA
K03559171,OC[C@@H]1[C@H]2[C@H](CN(C(=O)c3ccncc3)c3ccccc23)N1C(=O)c1ccccn1,brd-k03559171-001-01-8,NA,NA
K03559350,O=C(CN1CCSc2ccccc12)NCCCc1ccccc1,t5316575,NA,NA
K03563519,C[C@H](NC(=O)c1ccco1)C(=O)Nc1ccc2OCOc2c1,t0512-4199,NA,NA
K03568209,Oc1ccc2oc3c(CCCNC3=O)c2c1,cid755673,NA,NA
K03570384,Fc1ccc(Cn2cc(NC(=O)C(c3ccccc3)c3ccccc3)cn2)cc1,"n-[1-(4-fluorobenzyl)-1h-pyrazol-4-yl]-2,2-diphenylacetamide",NA,NA
K03571420,C\C=C\c1ccccc1[C@H]1[C@H](CO)N([C@H]1C#N)C(=O)CN1CCOCC1,brd-k03571420-001-01-2,NA,NA
K03573575,Cc1ccc(o1)-c1nn(cc1C(N)=O)-c1ccccc1,mls001018352,NA,NA
K03574844,CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)C3CC3)cc2OC[C@@H](C)N(C[C@H]1C)C(=O)Cc1ccccn1,brd-k03574844-001-01-4,NA,NA
K03575952,CCC(=O)N1CC[C@@H]2[C@H]1c1cc(ccc1N(C)[C@H]2CO)-c1cccc(OC)c1,brd-k03575952-001-01-9,NA,NA
K03576735,CCOc1ccc(CN(C(=O)c2ccccn2)c2ccc(OC)c(Cl)c2)cc1,t5571501,NA,NA
K03577602,Cc1ccc(OC(=O)c2cccc(n2)C(=O)Oc2ccc(C)cc2)cc1,"pyridine-2,6-dicarboxylic acid di-p-tolyl ester",NA,NA
K03577719,CC(C)CC#Cc1cnc2O[C@@H](CN(C)C(=O)c3cccnc3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1,brd-k03577719-001-01-9,NA,NA
K03581128,CNC(=O)C[C@@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2Cc2ccc(cc2)C(F)(F)F)O1,brd-k03581128-001-01-6,NA,NA
K03587208,COc1cccc(c1)-c1ccc2N(C)[C@@H](CO)[C@@H]3CCN([C@@H]3c2c1)C(=O)c1ccccc1F,brd-k03587208-001-01-6,NA,NA
K03587234,CCN1CCOCC11CCN(CC1)c1nccc(n1)C(F)(F)F,zinc63527367,NA,NA
K03588082,Cc1ccc2nc(NC(=O)CCNS(=O)(=O)c3cccs3)sc2c1,mls000086493,NA,NA
K03591115,COc1cc2c(CC(=O)Nc3ccccc3)c(O)cc(N3CCOCC3)c2cc1OC,gnf-pf-4157,NA,NA
K03591473,CC(C)Cc1nc(O)c(C#N)c2CCCc12,smr000042088,NA,NA
K03591977,CNC(=O)COC(=O)c1cccnc1SC,t0515-5526,NA,NA
K03599419,COc1ccccc1NS(=O)(=O)c1cc2CCN3c2c(CCC3=O)c1,f2665-0148,NA,NA
K03601317,COc1ccccc1CNC(=O)C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2Cc2cccc(c2)-c2ccncc2)O1,brd-k03601317-001-01-3,NA,NA
K03602686,COc1ccc2c3c([C@@H](CO)N(C[C@]33CCN(C)CC3)C(=O)Nc3ccccc3F)n(C)c2c1,chembl3560304,NA,NA
K03608172,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccc2C(O)=O)Oc2ncc(cc2C1=O)C1=CCCCC1,brd-k03608172-001-01-2,NA,NA
K03609921,COc1ccc(cc1)S(=O)(=O)NCC1CCC(CC1)C(=O)NCc1ccco1,smr000033297,NA,NA
K03610256,C\C=C\c1ccc(cc1)[C@@H]1[C@H](CO)N(C(=O)c2ccccn2)C11CN(CCC(F)(F)F)C1,brd-k03610256-001-01-7,NA,NA
K03611627,O=C(NCC1CC1)Nc1cccs1,n-(cyclopropylmethyl)-n'-(2-thienyl)urea,NA,NA
K03617463,O=C1NC2(Cc3ccccc13)CCCCCC2,mls000526055,NA,NA
K03619251,C1SCC1Oc1ccc(cc1)\C=N\n1cnnc1,"1-[4-(thietan-3-yloxy)phenyl]-n-(1,2,4-triazol-4-yl)methanimine",NA,NA
K03622221,CCOC(=O)c1nnn(c1C)-c1nonc1NC(C)=O,sbb002048,NA,NA
K03631822,CS(=O)(=O)Nc1ccc2O[C@H]3[C@H](C[C@H](CC(=O)NCc4ccccc4)O[C@H]3CO)c2c1,brd-k03631822-001-01-8,NA,NA
K03636662,CC(=O)N1CN(CCCn2ccnc2)Cc2c1sc1CCCCc21,st50072998,NA,NA
K03639156,O=C(N1CCN(CC1)S(=O)(=O)c1ccc2ccccc2c1)c1ccncc1,[4-(naphthalene-2-sulfonyl)-piperazin-1-yl]-pyridin-4-yl-methanone,NA,NA
K03644434,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CN(Cc2ccncc2)C1)C(=O)CC1CC1,brd-k03644434-001-01-1,NA,NA
K03645233,CC(\C=N\n1cnnc1)=C\c1ccccc1,ac1nter9,NA,NA
K03645755,COCCN1C(=O)CC[C@]11CC[C@@H](CC1)NC(=O)c1cc(C)on1,chembl3440487,NA,NA
K03655359,COC(=O)[C@@H](NC(=O)N1CCC(C)CC1)C(C)C,zinc00542016,NA,NA
K03664320,O=C(NCCCc1ccccc1)C1CCN(CC1)c1nnc(s1)-n1cccc1,smr000096613,NA,NA
K03665339,NC1CCC2(CCC(=O)N2Cc2ccncc2)CC1,zinc96228604,NA,NA
K03669137,O=C(CN1C(=O)c2ccccc2S1(=O)=O)NC1CCCCCC1,bas 06739301,NA,NA
K03673150,COCCCNC(=O)c1ccc(c(Cl)c1)[N+]([O-])=O,3-chloro-n-(3-methoxypropyl)-4-nitrobenzamide,NA,NA
K03673270,COCC(=O)N1CC2(C1)N(CCC(F)(F)F)[C@H](CO)[C@@H]2c1ccc(\C=C\C)cc1,brd-k03673270-001-01-7,NA,NA
K03675705,CNC[C@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)C#Cc1ccccc1F,brd-k03675705-001-01-7,NA,NA
K03676428,COc1ccc(\C=C\C)cc1OC(C)=O,ac1lglpd,NA,NA
K03678940,O=C(Nc1ccccc1)Nc1ccccc1C(=O)NCc1ccccc1,mls000535047,NA,NA
K03682279,COc1cccc(NC(=O)CN(C)C(=O)c2ccccc2CCc2ccccc2)c1,mls001129194,NA,NA
K03683163,COc1ccc(cc1)S(=O)(=O)N1CC[C@@H]2[C@H]1c1cc(Br)ccc1N[C@@H]2CO,brd-k03683163-001-01-6,NA,NA
K03683997,CN(c1ccccc1)S(=O)(=O)c1cccc(NC(=O)CCNC(=O)c2ccccc2)c1,ac1nhuel,NA,NA
K03685382,CO[C@H]1CN(C)C(=O)c2cc(NC(C)=O)ccc2OC[C@@H](C)N(C[C@@H]1C)C(=O)c1cccnc1,brd-k03685382-001-01-6,NA,NA
K03690335,Cc1ccc2nc(-c3ccccc3)c(CN3CCCC3)c(O)c2c1,chemdiv3_003108,NA,NA
K03694085,CCNC(=O)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(ccc(-c4cccc(F)c4)c3=O)[C@@H]2N1C(C)=O,brd-k03694085-001-01-8,NA,NA
K03694352,CN1CCN(CC1)c1nnc(-c2cccs2)c2ccccc12,st50049540,NA,NA
K03694473,C(c1ccccc1)n1c(nc2nc3ccccc3nc12)-c1ccccc1,smr000219664,NA,NA
K03696926,COCC(=O)N1[C@H](CO)[C@H]([C@@H]1C#N)c1ccccc1C1=CCCC1,brd-k03696926-001-01-6,NA,NA
K03698774,OC[C@H]1[C@@H]([C@@H](C#N)N1C(=O)Cc1ccncc1)c1ccccc1C1=CCCCC1,brd-k03698774-001-01-5,NA,NA
K03701626,O=C(CNC(=O)c1ccco1)NCCCc1ccccc1,t5333836,NA,NA
K03701753,COc1ccc(cc1)-c1cnc2O[C@H](CN(C)Cc3ccccn3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1,brd-k03701753-001-01-2,NA,NA
K03703066,COc1ccc(cc1)-c1noc(CN2CCN(CC2)c2ccccc2)n1,stk151262,NA,NA
K03703541,CC(C)CN1CCS(=O)(=O)[C@H]2CCN(CC[C@H]12)S(=O)(=O)c1ccc(C)cc1,NA,NA,NA
K03704326,OC[C@H]1[C@@H]([C@H](C#N)N1C(=O)Cc1ccccn1)c1ccccc1,brd-k03704326-001-01-4,NA,NA
K03707088,OC[C@@H]1[C@H]([C@H](C#N)N1c1nc(cs1)-c1ccccc1)c1ccc(cc1)-c1cccc(F)c1,brd-k03707088-001-01-5,NA,NA
K03713605,OC[C@H]1[C@@H]([C@@H]2CN(CC(=O)N12)C(=O)c1ccccc1)c1ccc(cc1)C#CC1CC1,brd-k03713605-001-01-7,NA,NA
K03716441,Fc1ccc(cc1)C(=O)COC(=O)CNS(=O)(=O)c1ccccc1,ak-918/41778931,NA,NA
K03719375,COC(=O)CNC(=O)c1cccs1,gcyjjpobyjqnhh-uhfffaoysa-n,NA,NA
K03721491,Nc1nc2ccccc2cc1C#N,2-aminoquinoline-3-carbonitrile,NA,NA
K03722489,O=C(NCc1ccccc1)c1cccnc1N1CCOCC1,mls000065261,NA,NA
K03725502,CCC(=O)N1[C@@H](CO)[C@H]2[C@@H]1CN(c1ccccc21)S(=O)(=O)c1ccccc1F,brd-k03725502-001-01-5,NA,NA
K03729234,Fc1cccc(CN(C2=NCCN2)c2c(Cl)cccc2Cl)c1,chembl1618359,NA,NA
K03730241,Fc1ccc(cc1)S(=O)(=O)N1CCN(CC1)C(=O)CCNC(=O)Nc1ccccc1,mls002157848,NA,NA
K03730976,CCC(=O)Nc1ccc2OC[C@H](C)N(Cc3cccnc3)C[C@H](C)[C@@H](CN(C)C(=O)c2c1)OC,brd-k03730976-001-01-2,NA,NA
K03739921,O=c1[nH]cnc2nc[nH]c12,hypoxanthine,790,NA
K03740209,CCOC(=O)c1[nH]c(C)c(C(=O)OCC(=O)NCc2ccc(OC)cc2)c1C,t5561220,NA,NA
K03740703,C[C@@H](NC(=O)[C@H]1N[C@@H]2[C@@H](Cn3c2ccc(-c2cccnc2)c3=O)[C@@H]1CO)c1ccccc1,brd-k03740703-001-01-1,NA,NA
K03741204,Cc1nc2c3cc(Cl)ccc3n(CCN3CCOCC3)c2s1,ac1ly82q,NA,NA
K03744843,Fc1ccc(cc1)S(=O)(=O)N1CCCN(CC(=O)Nc2cccc(F)c2)CC1,mls000936153,NA,NA
K03745273,CO[C@H]1CCN(C[C@@H]1Cc1ccccc1)C(=O)c1cc(C)on1,chembl3440697,NA,NA
K03745418,CS(=O)(=O)N(CCc1ccccc1)CC(=O)NCc1ccco1,smr000078753,NA,NA
K03746766,Cc1ccc(OCCn2cnc3c(N)ncnc23)cc1,9-(2-p-tolyloxy-ethyl)-9h-purin-6-ylamine,NA,NA
K03751413,OC[C@@H]1[C@@H](c2ccccc2)C2(CN(C2)C(=O)Cc2cccnc2)N1C(=O)C1CCC1,brd-k03751413-001-01-9,NA,NA
K03752632,CCc1ccc(cc1)C(=O)N1CCn2nnc(COCc3cccnc3)c2C1,zinc96256038,NA,NA
K03752890,COC(=O)c1c(C)n[nH]c1-c1snnc1C,ac1o9x4u,NA,NA
K03754040,O=C(N1C[C@@H]2CCN(C[C@H]2C1)c1cnccn1)c1ccccc1,NA,NA,NA
K03759866,Fc1ccc(Cc2cnc(s2)N2C(=N)SCC2=O)cc1,MLS000707892,3157016,NA
K03766927,OC[C@@H]1Nc2ccc(cc2[C@H]2[C@@H]1CCN2C(=O)c1ccccn1)-c1ccc(F)cc1,brd-k03766927-001-01-6,NA,NA
K03770190,O=S(=O)(c1nc(Cc2ccccc2)oc1N1CCOCC1)c1ccccc1,st50999749,NA,NA
K03770502,CCCC#Cc1ccc(cc1)[C@H]1[C@H](CO)N2[C@H]1CN(CC2=O)S(=O)(=O)c1ccccc1C,brd-k03770502-001-01-1,NA,NA
K03774136,O=C(NCCCCCNC(=O)c1ccco1)c1ccco1,stk297859,NA,NA
K03776062,Fc1ccc(cc1)-c1ccc2ccc(-n3ccc(n3)C(=O)NCC3CC3)n2c1,zinc96155417,NA,NA
K03783301,O=S1(=O)N=C(Oc2cccc3ccccc23)c2ccccc12,"1,2-benzisothiazole, 3-(1-naphthalenyloxy)-, 1,1-dioxide",NA,NA
K03784680,O[C@@H]1COC[C@@H]2O[C@H](CC(=O)N3CCCCC3)CC[C@H]2N(C1)C(=O)Nc1cccc(Cl)c1,brd-k03784680-001-01-6,NA,NA
K03784984,CCc1nc2ccccc2c(C(=O)OCC(=O)NCc2ccco2)c1C,smr000061622,NA,NA
K03785392,CCS(=O)(=O)N1[C@@H](CO)[C@@H]([C@H]1C#N)c1ccc(cc1)C#CCC1CCCC1,brd-k03785392-001-01-2,NA,NA
K03786222,Fc1ccc(cc1)S(=O)(=O)N1CC[C@H]2[C@@H]1CCN2c1ncccn1,NA,NA,NA
K03786635,CC(=O)c1ccc(cc1)-c1ccc(o1)C(=O)N1CCCc2ccccc12,zinc03455704,NA,NA
K03786957,Cc1onc(c1C(=O)N1CCN(CC1)c1ncccn1)-c1ccccc1,bas 09615791,NA,NA
K03789665,[O-][N+](=O)c1cccc(\C=N\NC(=O)c2cc3c(ccc4ccccc34)o2)c1,ac1numlc,NA,NA
K03797781,CC1CCN(CC1)C(=O)COC(=O)c1ccccc1C(=O)c1ccccc1,zinc05043544,NA,NA
K03804731,CC(C)(C)c1ccc(Oc2ncccc2NC(=O)c2cccs2)cc1,zinc01043457,NA,NA
K03808778,CCNC[C@H]1[C@H]([C@@H](CO)N1C(=O)Cc1ccccn1)c1ccccc1,brd-k03808778-001-01-6,NA,NA
K03809757,O=C(NC1CCCCC1)NC1CCCCCCC1,1-cyclohexyl-3-cyclooctylurea,NA,NA
K03810012,Nc1c(C#N)c2nc3ccccc3nc2n1CCOC(=O)c1ccc(Cl)cc1,smr000040874,NA,NA
K03810909,CCCNC(=O)c1cc(-c2csc(n2)C(C)C)n2ccccc12,zinc96154841,NA,NA
K03812975,OC[C@H]1O[C@@H](CC(=O)NCc2ccncc2)C[C@@H]2[C@H]1Oc1ccc(NC(=O)Nc3ccccc3)cc21,brd-k03812975-001-01-9,NA,NA
K03813877,CCOCc1ncn2CCN(Cc12)S(=O)(=O)c1ccc(F)cc1,chembl3442638,NA,NA
K03816799,CN(Cc1ncc[nH]1)Cc1cn(nc1-c1ccc2OCOc2c1)-c1ccccc1,mls000735705,NA,NA
K03819171,CCn1c2ccccc2c2sc(cc2c1=O)C(=O)N1CCOCC1,mls000118147,NA,NA
K03826881,Cc1cc(no1)C(=O)N1CCN(CC1)c1ccccc1,st50675398,NA,NA
K03828890,Cc1ccc(cc1C)C(=O)N(CC#N)CC#N,st042994,NA,NA
K03831588,OC[C@H]1[C@@H](c2ccccc2)C2(CN(C2)C(=O)C2CCC2)N1CC1CCCC1,brd-k03831588-001-01-8,NA,NA
K03838053,Cc1ccc(cc1)-n1nnnc1-c1nc2ccccc2s1,f1500-0033,NA,NA
K03839523,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccc3OCOc3c2)Oc2ncc(cc2C1=O)C#Cc1ccccc1F,brd-k03839523-001-01-9,NA,NA
K03839839,CN(C)C(=O)c1nc(C#N)c(o1)N(C)C,mls000055226,NA,NA
K03841084,COc1cccc(NC(=O)c2cc(nc3ccccc23)-c2ccccn2)c1,ac1m5xza,NA,NA
K03846299,Cn1cc(C[C@H]2[C@H](O)CCN2C(=O)Cc2ccccc2)cn1,zinc96069853,NA,NA
K03850664,OC[C@H]1[C@H]2[C@H](CN(C(=O)c3cccnc3)c3ccccc23)N1C(=O)C1CCCCC1,brd-k03850664-001-01-5,NA,NA
K03852298,CCN(CC)c1ccc2ccc(cn12)C(=O)NCCCOC,zinc96037218,NA,NA
K03859117,CCOCc1cncc2CN(CCc12)C(=O)c1ccc2OCOc2c1,zinc96189322,NA,NA
K03870734,Cc1nc(CN2CCc3ncnc(-c4ccc(F)cc4)c3CC2)cs1,chembl3556418,NA,NA
K03881003,OC[C@@H]1[C@H]([C@@H](C#N)N1S(=O)(=O)c1cccc(F)c1)c1ccccc1,brd-k03881003-001-01-0,NA,NA
K03882957,CNC(=O)CN1CC[C@@H]2CN(CC3CC3)C[C@@H]2C1,zinc96081424,NA,NA
K03887292,COc1ccc(cc1)NC(=O)N1C[C@@H]2N(C(=O)C1)[C@@H](CO)[C@@H]2c1ccc(\C=C\c2ccccc2)cc1,brd-k03887292-001-01-7,NA,NA
K03888655,CN1[C@H](CO)[C@@H]2CCN([C@@H]2c2cc(ccc12)C#Cc1cccnc1)C(=O)C1CC1,brd-k03888655-004-01-0,NA,NA
K03889102,O=S1(=O)N(CC2CC2)CC2(CCN(Cc3ccccc3)CC2)COc2ccccc12,zinc96263539,NA,NA
K03889762,CN(C)c1nc(nc2CCN(CCc12)c1ncc(C)cn1)N1CCCC1,zinc96254598,NA,NA
K03889786,Cc1nn(c(C)c1Oc1ccccc1O)-c1nc(C)cc(C)n1,ac1lgtmt,NA,NA
K03892486,CCN1CCN(CC1)C(=O)CN(C)S(=O)(=O)c1ccc(Cl)cc1,stk318289,NA,NA
K03896194,Fc1cccc(CN2CC[C@@]3(C[C@@H](C3)NS(=O)(=O)C3CC3)C2)c1F,zinc108525022,NA,NA
K03897573,CC(=O)Oc1ccc2OCc3ccccc3C(=O)c2c1,"11-oxo-6,11-dihydrodibenzo[b,e]oxepin-2-yl acetate",NA,NA
K03901298,Cc1cc(C)nc(NC2=NCN(Cc3ccccc3)CN2Cc2ccccc2)n1,smr000047368,NA,NA
K03901437,O=S(=O)(Nc1cccc2ccccc12)c1cccc2nonc12,mls000850419,NA,NA
K03905452,COc1ccc(cc1)C#Cc1ccc(cc1)[C@@H]1[C@H](CO)N2CCCCN(C[C@H]12)C(=O)Nc1ccccc1F,brd-k03905452-001-01-3,NA,NA
K03905462,COc1cc(ncn1)N1C[C@@H]2COC[C@]2(CC(=O)N(C)C)C1,zinc96207013,NA,NA
K03906328,CCC(=O)N1[C@H](CO)[C@@H]([C@@H]1CN(C)Cc1cncnc1)c1ccc(cc1)\C=C\C,brd-k03906328-001-01-3,NA,NA
K03914498,Cc1n(c(C)c2c(C)nnc(C)c12)\N=C\c1cc(Br)ccc1O,ac1o99fg,NA,NA
K03925537,OC[C@@H]1[C@H](c2ccccc2)C2(CN(C2)C(=O)C2CCC2)N1C(=O)c1ccccn1,brd-k03925537-001-01-0,NA,NA
K03931954,CN(C)C(=O)c1ccc(cc1)-c1ccc2N(C)[C@@H](CO)[C@H]3CCN([C@H]3c2c1)C(=O)C1CCCCC1,brd-k03931954-001-01-2,NA,NA
K03932130,CCCC(=O)N1C[C@@]2(C1)CN([C@@H](CO)c1c2c2ccc(OC)cc2n1C)C(=O)CC1CC1,brd-k03932130-001-01-7,NA,NA
K03933554,O=C(CNC(=O)c1ccccc1)NCCc1nc2ccccc2[nH]1,mls000082881,NA,NA
K03935085,CCc1cc(cc(CC)c1N)[N+]([O-])=O,"2,6-diethyl-4-nitroaniline",NA,NA
K03935840,CCCc1nnc(NC(=O)CCC(=O)N2CCC3(CC2)OCCO3)s1,zinc02211061,NA,NA
K03936430,COc1ccc(cc1)C#Cc1ccc2N[C@@H](CO)[C@H]3CCN([C@H]3c2c1)C(=O)C1CCOCC1,brd-k03936430-001-01-5,NA,NA
K03939609,Cc1nc(c(N2CCOCC2)n1Cc1ccccc1)[N+]([O-])=O,4-(1-benzyl-2-methyl-4-nitro-1h-imidazol-5-yl)morpholine,NA,NA
K03940470,Cn1cccc1-c1cc([nH]n1)C(=O)N\N=C\c1cccc(O)c1,zinc00232640,NA,NA
K03944051,COC(=O)c1[nH]c2ccccc2c1NC(=O)CN1CCCCCC1,mls000037370,NA,NA
K03946842,Nc1n(nc2cc(O)nc(O)c12)-c1ccccc1,"3-amino-2-phenyl-2h-pyrazolo[4,3-c]pyridine-4,6-diol",NA,NA
K03950827,COC(=O)c1c(NC(=O)C2CC2)sc(C(=O)Nc2ccccc2)c1C,ak-968/40733678,NA,NA
K03951203,CC(C)C\C(C)=N\Oc1nc(C)cc(C)n1,zinc00493726,NA,NA
K03952464,COc1ccc(cc1S(=O)(=O)N1CCCC1)C(=O)NC1CCCCCC1,zinc02622876,NA,NA
K03958814,CCSc1nsc(SCC)c1C(N)=O,mls000110479,NA,NA
K03959948,Cc1cc(nn1CC(=O)Nc1cnc2ccccc2c1)[N+]([O-])=O,ag-219/34601032,NA,NA
K03960546,COc1ccc(cc1)C(=O)Nc1ccccc1C(=O)N\N=C\c1ccco1,zinc01021184,NA,NA
